mofu_sku,stripe_product_id,product_name,category_code,brand_code,existing_supplier_sku,mofu_import_key,in_stock,show_when_out_of_stock,metadata_key_count_before,metadata_key_count_after,write_status
MH-CAT-CIAO-001,prod_V90yLm2ySqOvLR,CIAO とろみ｜鮪魚魷魚濃湯貓罐頭｜單罐,CAT,CIAO,CIC-01,ciao-inaba-cans-2026::cic-01,true,false,28,29,ready_to_write
MH-CAT-CIAO-002,prod_V90yHw6lb8trQi,CIAO とろみ｜鰹魚高湯雞肉鮪魚蟹柳濃湯貓罐頭｜單罐,CAT,CIAO,CIC-02,ciao-inaba-cans-2026::cic-02,true,false,28,29,ready_to_write
MH-CAT-CIAO-003,prod_V90yamZYZI7jNF,CIAO とろみ｜鰹魚高湯雞肉鰹魚扇貝濃湯貓罐頭｜單罐,CAT,CIAO,CIC-03,ciao-inaba-cans-2026::cic-03,true,false,28,29,ready_to_write
MH-CAT-CIAO-004,prod_V90ygMTkWiOVNg,CIAO とろみ｜烤鰹魚雞肉柴魚片濃湯貓罐頭｜單罐,CAT,CIAO,CIC-04,ciao-inaba-cans-2026::cic-04,true,false,28,29,ready_to_write
MH-CAT-CIAO-005,prod_V90yLEVAaxxHJj,CIAO とろみ｜鰹魚高湯雞肉鮪魚魷魚濃湯貓罐頭｜單罐,CAT,CIAO,CIC-05,ciao-inaba-cans-2026::cic-05,true,false,28,29,ready_to_write
MH-CAT-CIAO-006,prod_V90yH5bCkLyGYU,CIAO とろみ｜下泌尿道配慮雞肉鮪魚扇貝濃湯貓罐頭｜單罐,CAT,CIAO,CIC-06,ciao-inaba-cans-2026::cic-06,true,false,28,29,ready_to_write
MH-CAT-CIAO-007,prod_V90yJbWqkU76Xa,CIAO とろみ｜奶油濃湯雞肉鮪魚蟹柳貓罐頭｜單罐,CAT,CIAO,CIC-07,ciao-inaba-cans-2026::cic-07,true,false,28,29,ready_to_write
MH-CAT-CIAO-008,prod_V90yGkxpp9OU57,CIAO とろみ｜奶油濃湯雞肉鰹魚柴魚片貓罐頭｜單罐,CAT,CIAO,CIC-08,ciao-inaba-cans-2026::cic-08,true,false,28,29,ready_to_write
MH-CAT-CIAO-009,prod_V90yhouIdri4Ou,CIAO とろみ｜11歲以上鮪魚扇貝奶油濃湯貓罐頭｜單罐,CAT,CIAO,CIC-09,ciao-inaba-cans-2026::cic-09,true,false,30,31,ready_to_write
MH-CAT-CIAO-010,prod_V90yHSNJqbGEZF,CIAO とろみ｜14歲以上鮪魚扇貝奶油濃湯貓罐頭｜單罐,CAT,CIAO,CIC-10,ciao-inaba-cans-2026::cic-10,false,true,30,31,ready_to_write
MH-CAT-CIAO-011,prod_V90yxohDmOksl3,CIAO｜雞肉烤鰹魚柴魚片貓罐頭｜單罐,CAT,CIAO,CIC-11,ciao-inaba-cans-2026::cic-11,true,false,28,29,ready_to_write
MH-CAT-CIAO-012,prod_V90yrU6QwJj9H4,CIAO｜雞肉甜蝦小銀魚貓罐頭｜單罐,CAT,CIAO,CIC-12,ciao-inaba-cans-2026::cic-12,true,false,28,29,ready_to_write
MH-CAT-CIAO-013,prod_V90ynw7GK161mE,CIAO｜鰹魚柴魚片貓罐頭｜單罐,CAT,CIAO,CIC-13,ciao-inaba-cans-2026::cic-13,true,false,28,29,ready_to_write
MH-CAT-CIAO-014,prod_V90yisznvIVXlp,CIAO｜烤鰹魚鮪魚雞肉貓罐頭｜單罐,CAT,CIAO,CIC-14,ciao-inaba-cans-2026::cic-14,true,false,28,29,ready_to_write
MH-CAT-CIAO-015,prod_V90ynvqu5ntnjO,CIAO｜雞肉扇貝柱貓罐頭｜單罐,CAT,CIAO,CIC-15,ciao-inaba-cans-2026::cic-15,true,false,28,29,ready_to_write
MH-CAT-CIAO-016,prod_V90ytLadcfCm8a,CIAO｜雞肉蟹柳柴魚片貓罐頭｜單罐,CAT,CIAO,CIC-16,ciao-inaba-cans-2026::cic-16,true,false,28,29,ready_to_write
MH-CAT-CIAO-017,prod_V90yqFB6WTazQ9,CIAO｜雞肉蟹柳貓罐頭｜單罐,CAT,CIAO,CIC-17,ciao-inaba-cans-2026::cic-17,true,false,28,29,ready_to_write
MH-CAT-CIAO-018,prod_V90yyLLKXQRQey,CIAO｜鮪魚白肉扇貝柱貓罐頭｜單罐,CAT,CIAO,CIC-18,ciao-inaba-cans-2026::cic-18,true,false,28,29,ready_to_write
MH-CAT-CIAO-019,prod_V90y14gfPJNkP3,CIAO｜11歲以上鰹魚白肉貓罐頭｜單罐,CAT,CIAO,CIC-19,ciao-inaba-cans-2026::cic-19,false,true,30,31,ready_to_write
MH-CAT-CIAO-020,prod_V90yRB01IgVrDV,CIAO｜11歲以上鮪魚白肉貓罐頭｜單罐,CAT,CIAO,CIC-20,ciao-inaba-cans-2026::cic-20,true,false,30,31,ready_to_write
MH-CAT-CIAO-021,prod_V90yoyex98iTAW,CIAO｜14歲以上鮪魚白肉小銀魚貓罐頭｜單罐,CAT,CIAO,CIC-21,ciao-inaba-cans-2026::cic-21,true,false,30,31,ready_to_write
MH-CAT-CIAO-022,prod_V90yC8a54bE0EL,CIAO｜14歲以上鰹魚柴魚片貓罐頭｜單罐,CAT,CIAO,CIC-22,ciao-inaba-cans-2026::cic-22,true,false,30,31,ready_to_write
MH-CAT-CIAO-023,prod_V90yhIRALdzZyY,Inaba かつまぐろ｜鮪魚雞肉貓罐頭｜85g／單罐,CAT,CIAO,CIC-23,ciao-inaba-cans-2026::cic-23,true,false,28,29,ready_to_write
MH-CAT-CIAO-024,prod_V90yhuy2ZgCVZK,Inaba かつまぐろ｜鮪魚貓罐頭｜85g／單罐,CAT,CIAO,CIC-24,ciao-inaba-cans-2026::cic-24,true,false,28,29,ready_to_write
MH-CAT-CIAO-025,prod_V90yWS8dLSjcn2,Inaba かつまぐろ｜鮪魚三文魚貓罐頭｜85g／單罐,CAT,CIAO,CIC-25,ciao-inaba-cans-2026::cic-25,true,false,28,29,ready_to_write
MH-CAT-CIAO-026,prod_V90yAWxmanLYZk,Inaba かつまぐろ｜鮪魚小銀魚貓罐頭｜85g／單罐,CAT,CIAO,CIC-26,ciao-inaba-cans-2026::cic-26,true,false,28,29,ready_to_write
MH-CAT-CIAO-027,prod_V90yCfcKRyo9ou,Inaba かつまぐろ｜多口味隨機混拼貓罐頭｜85g × 6罐,CAT,CIAO,CIC-27,ciao-inaba-cans-2026::cic-27,true,false,28,29,ready_to_write
MH-CAT-CIAO-028,prod_V90yWGm3mtcreN,Inaba かつまぐろ｜高齡貓鮪魚貓罐頭｜85g／單罐,CAT,CIAO,CIC-28,ciao-inaba-cans-2026::cic-28,true,false,30,31,ready_to_write
MH-CAT-CIAO-029,prod_V8fduDqyGKiazf,CIAO 炙烤盛宴｜香烤鰹魚干瑤柱 (高齡貓用)｜50g,CAT,CIAO,CIAOVL-01,ciao-vetslabo-2026::ciaovl-01,true,,29,30,ready_to_write
MH-CAT-CIAO-030,prod_V8fd05UFEZNURC,CIAO 炙烤盛宴｜香烤扇貝柱 (高齡貓用)｜50g,CAT,CIAO,CIAOVL-02,ciao-vetslabo-2026::ciaovl-02,true,,29,30,ready_to_write
MH-CAT-CIAO-031,prod_V8fdpmkax4VOq1,CIAO 炙烤盛宴｜扇貝柱正宗高湯｜50g,CAT,CIAO,CIAOVL-03,ciao-vetslabo-2026::ciaovl-03,true,,26,27,ready_to_write
MH-CAT-CIAO-032,prod_V8fdnUyX0IymBN,CIAO 炙烤盛宴｜烤鰹魚含小銀魚+扇貝柱｜50g,CAT,CIAO,CIAOVL-04,ciao-vetslabo-2026::ciaovl-04,true,,26,27,ready_to_write
MH-CAT-CIAO-033,prod_V8fep70tdjHDoG,CIAO 炙烤盛宴｜炙烤雞胸肉含蟹肉棒+扇貝柱｜50g,CAT,CIAO,CIAOVL-05,ciao-vetslabo-2026::ciaovl-05,true,,26,27,ready_to_write
MH-CAT-CIAO-034,prod_V8feoZ4v72AX1T,CIAO 超強乳酸菌｜金槍魚雞肉鰹魚｜40g,CAT,CIAO,CIAOVL-06,ciao-vetslabo-2026::ciaovl-06,true,,26,27,ready_to_write
MH-CAT-CIAO-035,prod_V8fe010ZPXAJ1J,CIAO 炙烤盛宴｜化毛呵護鰹魚片扇貝柱｜50g,CAT,CIAO,CIAOVL-07,ciao-vetslabo-2026::ciaovl-07,true,,27,28,ready_to_write
MH-CAT-CIAO-036,prod_V8fe4RA15lCQZO,CIAO 炙烤盛宴｜雞胸肉扇貝柱｜50g,CAT,CIAO,CIAOVL-08,ciao-vetslabo-2026::ciaovl-08,true,,26,27,ready_to_write
MH-CAT-CIAO-037,prod_V8feXQdvRNrV4B,CIAO 超強乳酸菌｜鮪魚雞肉柴魚片高湯｜40g,CAT,CIAO,CIAOVL-09,ciao-vetslabo-2026::ciaovl-09,true,,26,27,ready_to_write
MH-CAT-CIAO-038,prod_V8feeIGBK4DYB1,CIAO 超強乳酸菌｜雞肉鰹魚干高湯｜40g,CAT,CIAO,CIAOVL-10,ciao-vetslabo-2026::ciaovl-10,true,,26,27,ready_to_write
MH-CAT-CIAO-039,prod_V8fefdYTxUdNva,CIAO 炙烤盛宴｜鰹魚干扇貝味 (香烤風味)｜30g,CAT,CIAO,CIAOVL-11,ciao-vetslabo-2026::ciaovl-11,true,,26,27,ready_to_write
MH-CAT-CIAO-040,prod_V8feNaBEY6Pn28,CIAO 炙烤盛宴｜北海道風味扇貝 (香烤風味)｜30g,CAT,CIAO,CIAOVL-12,ciao-vetslabo-2026::ciaovl-12,true,,26,27,ready_to_write
MH-CAT-CIAO-041,prod_V8fenfKdEjRnr7,CIAO 炙烤盛宴｜銀魚扇貝味 (香烤風味)｜30g,CAT,CIAO,CIAOVL-13,ciao-vetslabo-2026::ciaovl-13,true,,26,27,ready_to_write
MH-CAT-CIAO-042,prod_V8fe3PM27QjYNh,CIAO 炙烤盛宴｜正宗高湯味 (香烤風味)｜30g,CAT,CIAO,CIAOVL-14,ciao-vetslabo-2026::ciaovl-14,true,,26,27,ready_to_write
MH-CAT-CIAO-043,prod_V8fe1kWPFBfcKh,CIAO Premium｜6種功能性成分 (鰹魚雞胸肉木魚花)｜30g,CAT,CIAO,CIAOVL-15,ciao-vetslabo-2026::ciaovl-15,true,,26,27,ready_to_write
MH-CAT-CIAO-044,prod_V8feew2ryjD7ql,CIAO Premium｜6種功能性成分 (雞胸肉扇貝味)｜30g,CAT,CIAO,CIAOVL-16,ciao-vetslabo-2026::ciaovl-16,true,,26,27,ready_to_write
MH-CAT-CIAO-045,prod_V8feViin1yPowA,Vet's Labo｜MediMousse 腸胃呵護慕斯｜95g,CAT,CIAO,CIAOVL-17,ciao-vetslabo-2026::ciaovl-17,true,,49,50,ready_to_write
MH-CAT-CIAO-046,prod_V8fexvyuSOogz8,Vet's Labo｜MediMousse 健康支持慕斯｜95g,CAT,CIAO,CIAOVL-18,ciao-vetslabo-2026::ciaovl-18,true,,49,50,ready_to_write
MH-CAT-CIAO-047,prod_V8feexDq7xAidn,Vet's Labo｜MediMousse 皮膚維護慕斯｜95g,CAT,CIAO,CIAOVL-19,ciao-vetslabo-2026::ciaovl-19,true,,49,50,ready_to_write
MH-CAT-CIAO-048,prod_V8fe6YUsIrEf8Q,Vet's Labo｜MediMousse 減肥減脂慕斯｜95g,CAT,CIAO,CIAOVL-20,ciao-vetslabo-2026::ciaovl-20,true,,49,50,ready_to_write
MH-CAT-CMP-001,prod_V8crHGAsSzl77H,COMBO Present 男生喜歡的口味 魚味 小包｜COMBO Present Boy-Friendly Fish Mini Pack,CAT,CMP,,snack-order-2026::combo-present-boy-friendly-fish-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-002,prod_V8cr9iyVmqUz8O,COMBO Present 潔齒防口臭 混合肉味 小包｜COMBO Present Dental and Breath Care Meat Mini Pack,CAT,CMP,,snack-order-2026::combo-present-dental-and-breath-care-meat-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-003,prod_V8crzRJNuOzt2e,COMBO Present 潔齒防口臭 混合海鮮 小包｜COMBO Present Dental and Breath Care Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-dental-and-breath-care-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-004,prod_V8crNNIKOTELSy,COMBO Present 潔齒防口臭 三種口味｜COMBO Present Dental and Breath Care Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-dental-and-breath-care-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-005,prod_V8crT5vLCe95hY,COMBO Present 腸道環境維持 海鮮 小包｜COMBO Present Digestive Support Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-digestive-support-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-006,prod_V8cr9ARnvUOKQM,COMBO Present 腸道環境維持 三種口味｜COMBO Present Digestive Support Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-digestive-support-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-007,prod_V8cr9Jv6Ewv0ui,COMBO Present 女生喜歡口味 混合海鮮 小包｜COMBO Present Girl-Friendly Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-girl-friendly-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-008,prod_V8crpeVGxpASKY,COMBO Present 化毛配方 混合海鮮 小包｜COMBO Present Hairball Care Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-hairball-care-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-009,prod_V8crrguHp5YAXt,COMBO Present 免疫力維持 海鮮 小包｜COMBO Present Immune Support Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-immune-support-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-010,prod_V8cr2Q8hiWwniV,COMBO Present 免疫力維持 三種口味｜COMBO Present Immune Support Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-immune-support-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-011,prod_V8croZ9K3Kppbf,COMBO Present 室內貓化毛 三種口味｜COMBO Present Indoor Cat Hairball Care Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-indoor-cat-hairball-care-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-012,prod_V8crhpakrZfoXD,COMBO Present 室內貓 金槍魚 小包｜COMBO Present Indoor Cat Tuna Mini Pack,CAT,CMP,,snack-order-2026::combo-present-indoor-cat-tuna-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-013,prod_V8crtmrNegpX6C,COMBO Present 維護腎臟 混合肉味 小包｜COMBO Present Kidney Health Support Meat Mini Pack,CAT,CMP,,snack-order-2026::combo-present-kidney-health-support-meat-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-014,prod_V8crvbMiPxxJvt,COMBO Present 維護腎臟 混合海鮮 小包｜COMBO Present Kidney Health Support Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-kidney-health-support-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-015,prod_V8crErEJilA30r,COMBO Present 維護腎臟配方 三種口味｜COMBO Present Kidney Health Support Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-kidney-health-support-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-016,prod_V8crzn01d7SXcg,COMBO Present 低脂絕育貓 混合海鮮 小包｜COMBO Present Low-Fat Neutered Cat Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-low-fat-neutered-cat-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-017,prod_V8cr8kOWyjP3g1,COMBO Present 維護泌尿 混合海鮮 小包｜COMBO Present Urinary Health Support Seafood Mini Pack,CAT,CMP,,snack-order-2026::combo-present-urinary-health-support-seafood-mini-pack,true,false,26,27,ready_to_write
MH-CAT-CMP-018,prod_V8crKsH08GDJxM,COMBO Present 維護泌尿配方 三種口味｜COMBO Present Urinary Health Support Three-Flavour Variety Pack,CAT,CMP,,snack-order-2026::combo-present-urinary-health-support-three-flavour-variety-pack,true,false,26,27,ready_to_write
MH-CAT-COMBO-001,prod_V8lAOpvuncOCZM,COMBO 貓咪奢華美食四重滋味熟成鰹魚乾糧 600g｜COMBO Luxury Gourmet Four Flavours with Aged Bonito Dry Cat Food 600g,CAT,COMBO,B24-10,batch24-2026::b24-10,true,false,28,29,ready_to_write
MH-CAT-COMBO-002,prod_V8lAeH2hqPlna6,COMBO 貓咪奢華美食拼配鮭魚脆片鰹魚節乾糧 700g｜COMBO Luxury Gourmet Blend with Salmon Chips & Bonito Flakes Dry Cat Food 700g,CAT,COMBO,B24-11,batch24-2026::b24-11,true,false,28,29,ready_to_write
MH-CAT-COMBO-003,prod_V8lAWevxk3Za0C,COMBO 體重關注貓用鮪魚鰹魚節乾糧 600g｜COMBO Weight-Concern Cat Tuna Dry Food with Bonito Flakes 600g,CAT,COMBO,B24-12,batch24-2026::b24-12,true,false,28,29,ready_to_write
MH-CAT-GNSP-001,prod_V8lAUga8Mwc3d0,銀之匙 濃湯仕立鮪魚貓罐頭 70g｜Gin no Spoon Thick Gravy Tuna Cat Can 70g,CAT,GNSP,B24-20,batch24-2026::b24-20,true,false,28,29,ready_to_write
MH-CAT-GNSP-002,prod_V8lAjMRJn8PScz,"銀之匙 鮪魚鰹魚雞胸肉貓罐頭 70g｜Gin no Spoon Tuna, Bonito & Chicken Breast Cat Can 70g",CAT,GNSP,B24-21,batch24-2026::b24-21,true,false,28,29,ready_to_write
MH-CAT-GNSP-003,prod_V8lATH0SDiLKBx,"銀之匙 濃湯仕立鮪魚鰹魚雞胸肉貓罐頭 70g｜Gin no Spoon Thick Gravy Tuna, Bonito & Chicken Breast Cat Can 70g",CAT,GNSP,B24-22,batch24-2026::b24-22,true,false,28,29,ready_to_write
MH-CAT-GNSP-004,prod_V8lAGdiamaGSwC,"銀之匙 魚肉雞胸肉吻仔魚貓罐頭 70g｜Gin no Spoon Fish, Chicken Breast & Shirasu Cat Can 70g",CAT,GNSP,B24-23,batch24-2026::b24-23,true,false,28,29,ready_to_write
MH-CAT-GNSP-005,prod_V8lATUvYyTfiyk,"銀之匙 魚肉雞胸肉鰹魚節貓罐頭 70g｜Gin no Spoon Fish, Chicken Breast & Bonito Flakes Cat Can 70g",CAT,GNSP,B24-24,batch24-2026::b24-24,true,false,28,29,ready_to_write
MH-CAT-GNSP-006,prod_V8uJcEJtSEmb69,銀之匙 三ツ星グルメ 香酥魚香 魚味綜合乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Assorted Fish Dry Cat Food 200g,CAT,GNSP,,ginnospoon-aromatic-fish-assorted-200g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-007,prod_V8uJI32Jxh5dCc,銀之匙 三ツ星グルメ 香酥魚香 魚肉雞肉四拼乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish & Chicken Four-Recipe Dry Cat Food 200g,CAT,GNSP,,ginnospoon-aromatic-fish-chicken-200g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-008,prod_V8uILuFno1z4MZ,銀之匙 三ツ星グルメ 香酥魚香 腸胃健康照護乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Gut-Health Care Dry Cat Food 200g,CAT,GNSP,,ginnospoon-aromatic-gut-care-200g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-009,prod_V8uJPueROjgX6L,銀之匙 三ツ星グルメ 香酥魚香 毛球護理乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Hairball Care Dry Cat Food 200g,CAT,GNSP,,ginnospoon-aromatic-hairball-200g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-010,prod_V8uJVy7nhLvdrI,"銀之匙 三ツ星グルメ 香酥魚香 金槍魚鯛魚鰹魚扇貝乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Tuna, Sea Bream, Bonito & Scallop Dry Cat Food 200g",CAT,GNSP,,ginnospoon-aromatic-tuna-seabream-200g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-011,prod_V8uIfmE32YGKQz,銀之匙 三ツ星グルメ 夾心奶油 魚味綜合乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Assorted Fish Dry Cat Food 180g,CAT,GNSP,,ginnospoon-cream-fish-assorted-180g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-012,prod_V8uIgedRHwtgJJ,銀之匙 三ツ星グルメ 夾心奶油 腸胃健康魚味三拼乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Gut-Health Fish Three-Recipe Dry Cat Food 180g,CAT,GNSP,,ginnospoon-cream-gut-care-180g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-013,prod_V8uIc8IHCyEuCW,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鰹魚味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Bonito Dry Cat Food 180g,CAT,GNSP,,ginnospoon-cream-tuna-bonito-180g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-014,prod_V8uID4s03TNUrL,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鯛魚味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Sea Bream Dry Cat Food 180g,CAT,GNSP,,ginnospoon-cream-tuna-seabream-180g-v1,true,true,28,29,ready_to_write
MH-CAT-GNSP-015,prod_V8vr5nCW67gu8X,銀之匙 三ツ星グルメ 魚肉奶油夾心 鮪魚及白蝦味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & White Shrimp Dry Cat Food 180g,CAT,GNSP,,ginnospoon-cream-tuna-white-shrimp-180g-v1,true,true,34,35,ready_to_write
MH-CAT-GNSP-016,prod_V8th4gMOUDUrzu,銀之匙 三ツ星グルメ 夾心奶油 魚肉雞里脊三拼乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Fish & Chicken Tender Three-Recipe Dry Cat Food 180g,CAT,GNSP,,ginnospoon-mitsuboshi-cream-fish-chicken-three-180g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-017,prod_V8thb2VVnmHjCY,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鰹魚毛球護理乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Bonito Hairball Care Dry Cat Food 180g,CAT,GNSP,,ginnospoon-mitsuboshi-cream-hairball-180g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-018,prod_V8th51dTMblovb,銀之匙 三ツ星グルメ 夾心奶油 金槍魚雞里脊味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Chicken Tender Dry Cat Food 180g,CAT,GNSP,,ginnospoon-mitsuboshi-cream-tuna-chicken-180g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-019,prod_V8thjTAXBn4Lnx,銀之匙 三ツ星グルメ 香酥魚香毛球護理乾糧 240g｜Gin no Spoon Mitsuboshi Gourmet Fish Recipe Hairball Care Dry Cat Food 240g,CAT,GNSP,,ginnospoon-mitsuboshi-hairball-fish-240g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-020,prod_V8thBqcqHiv3cZ,銀之匙 三ツ星グルメ 幼貓魚味加牛奶乾糧 240g｜Gin no Spoon Mitsuboshi Gourmet Kitten Fish Recipe with Milk Dry Cat Food 240g,CAT,GNSP,,ginnospoon-mitsuboshi-kitten-fish-240g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-021,prod_V8thwhOf6ahDTN,銀之匙 三ツ星グルメ 10歲起腎臟健康維護魚味四拼乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet 10+ Kidney Health Maintenance Fish Four-Recipe Dry Cat Food 200g,CAT,GNSP,,ginnospoon-mitsuboshi-senior-kidney-200g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-022,prod_V8thRjwLfHWe9X,銀之匙 三ツ星グルメ 鮮旨香 魚肉雞里脊三拼乾糧 160g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Fish & Chicken Tender Three-Recipe Dry Cat Food 160g,CAT,GNSP,,ginnospoon-mitsuboshi-shimi-fish-chicken-three-160g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-023,prod_V8thsQJq4RYszQ,"銀之匙 三ツ星グルメ 鮮旨香 金槍魚雞里脊鰹魚乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Tuna, Chicken Tender & Bonito Dry Cat Food 192g",CAT,GNSP,,ginnospoon-mitsuboshi-shimi-tuna-chicken-192g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-024,prod_V8thk9qKECj0in,"銀之匙 三ツ星グルメ 鮮旨香 金槍魚鯛魚鰹魚乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Tuna, Sea Bream & Bonito Dry Cat Food 192g",CAT,GNSP,,ginnospoon-mitsuboshi-shimi-tuna-seabream-192g-v1,true,true,32,33,ready_to_write
MH-CAT-GNSP-025,prod_V8thPo6RjbpnwO,銀之匙 三ツ星グルメ 餐後吐毛輕減及毛球護理魚味乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Fish Recipe Dry Cat Food for Reduced Post-Meal Vomiting & Hairball Care 192g,CAT,GNSP,,ginnospoon-mitsuboshi-vomit-hairball-care-192g-v1,true,true,32,33,ready_to_write
MH-CAT-MCK-001,prod_V8W0oLt83VbMEB,三文魚 17g (預定),CAT,MCK,,三文魚 17g (預定),true,true,40,41,ready_to_write
MH-CAT-MCK-002,prod_V8W0n6wDbyKpya,圓粒雞里脊 18g (現貨 / 賞味 28.01),CAT,MCK,,圓粒雞里脊 18g (現貨 / 賞味 28.01),true,true,40,41,ready_to_write
MH-CAT-MCK-003,prod_V8W0BWVdW0bKlr,扇貝 11g (現貨 / 27.01.15),CAT,MCK,,扇貝 11g (現貨 / 27.01.15),true,true,40,41,ready_to_write
MH-CAT-MCK-004,prod_V8W0eQFDHSCPxC,牛大腿肉 17g (現貨 / 2027.12.01),CAT,MCK,,牛大腿肉 17g (現貨 / 2027.12.01),true,true,40,41,ready_to_write
MH-CAT-MCK-005,prod_V8W0xHzc6tqf3B,胡瓜魚凍干 10g (預定),CAT,MCK,,胡瓜魚凍干 10g (預定),true,true,40,41,ready_to_write
MH-CAT-MCK-006,prod_V8W0fChA9h4VNq,虹鱒魚 15g (現貨 / 賞味 27.5),CAT,MCK,,虹鱒魚 15g (現貨 / 賞味 27.5),true,true,40,41,ready_to_write
MH-CAT-MCK-007,prod_V8W0DDhtV271xl,豬大腿肉 20g (預定),CAT,MCK,,豬大腿肉 20g (預定),true,true,40,41,ready_to_write
MH-CAT-MCK-008,prod_V8W0LKmYo2bfxf,豬心 25g (預定 (缺貨)),CAT,MCK,,豬心 25g (預定 (缺貨)),false,true,40,41,ready_to_write
